,Gender,Car_Owner,Propert_Owner,Children,Annual_income,Type_Income,Education,Marital_status,Housing_type,Age,Employed_exp,Type_Occupation,Family_Members,label
759,M,N,N,0,180000.0,Working,Incomplete higher,Civil marriage,With parents,21.0,1.0,Core staff,2,0
760,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,65.0,6.0,Accountants,2,0
761,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,45.0,19.0,Laborers,2,0
762,M,Y,Y,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,32.0,11.0,Laborers,3,0
763,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,33.0,4.0,Managers,1,0
764,F,N,N,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,34.0,1.0,Sales staff,1,0
765,M,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,41.0,3.0,Low-skill Laborers,1,0
766,M,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,Rented apartment,29.0,6.0,other,2,0
767,M,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,61.0,6.0,Laborers,2,0
768,F,N,Y,0,135000.0,State servant,Incomplete higher,Married,House / apartment,42.0,9.0,Core staff,2,0
769,F,N,Y,1,337500.0,State servant,Higher education,Single / not married,With parents,33.0,2.0,Managers,2,0
770,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,46.0,1.0,other,1,0
771,M,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,39.0,17.0,Laborers,1,0
772,M,Y,N,1,292500.0,Working,Secondary / secondary special,Separated,House / apartment,35.0,3.0,Laborers,2,0
773,F,N,N,0,225000.0,Pensioner,Higher education,Separated,House / apartment,60.0,0.0,other,1,0
774,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,38.0,3.0,Sales staff,3,0
775,F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,0.0,other,2,0
776,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,37.0,13.0,Laborers,2,0
777,M,Y,Y,1,380250.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.0,2.0,Core staff,3,0
778,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,64.0,0.0,other,2,0
779,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,54.0,12.0,Laborers,2,0
780,F,N,N,0,306000.0,State servant,Higher education,Married,House / apartment,35.0,15.0,Medicine staff,2,0
781,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,55.0,0.0,other,1,0
782,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,44.0,4.0,Laborers,1,0
783,F,Y,N,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,57.0,21.0,other,2,0
784,M,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,39.0,19.0,Laborers,4,0
785,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,57.0,0.0,other,2,0
786,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,other,2,0
787,M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,53.0,1.0,High skill tech staff,2,0
788,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,54.0,4.0,Laborers,1,0
789,F,N,Y,0,139500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,0.0,Cooking staff,2,0
790,M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,46.0,2.0,other,4,0
791,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,52.0,10.0,Drivers,2,0
792,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,28.0,1.0,Laborers,2,0
793,M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,56.0,0.0,other,1,0
794,F,N,Y,0,193500.0,Pensioner,Incomplete higher,Widow,House / apartment,67.0,0.0,other,1,0
795,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,47.0,5.0,Sales staff,2,0
796,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,50.0,19.0,Managers,2,0
797,F,N,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,61.0,21.0,Laborers,1,0
798,M,Y,N,1,193500.0,Working,Higher education,Married,House / apartment,49.0,11.0,other,3,0
799,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35.0,11.0,Core staff,4,0
800,F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,30.0,6.0,other,3,0
801,M,Y,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,65.0,0.0,other,2,0
802,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,64.0,0.0,other,1,0
803,M,Y,N,0,180000.0,Working,Higher education,Married,With parents,32.0,6.0,Core staff,2,0
804,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,35.0,3.0,Core staff,2,0
805,M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,34.0,3.0,Cleaning staff,4,0
806,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,50.0,14.0,Cleaning staff,2,0
807,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.0,10.0,Managers,2,0
808,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,54.0,7.0,other,1,0
809,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,other,2,0
810,M,Y,N,1,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,51.0,0.0,other,3,0
811,M,Y,Y,2,380250.0,Commercial associate,Higher education,Married,House / apartment,27.0,3.0,Managers,4,0
812,M,Y,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,26.0,0.0,Core staff,1,0
813,F,N,N,1,112500.0,Commercial associate,Higher education,Married,With parents,34.0,9.0,Core staff,3,0
814,F,N,N,1,180000.0,State servant,Higher education,Married,House / apartment,39.0,7.0,Core staff,3,0
815,F,N,Y,0,141750.0,Pensioner,Higher education,Married,House / apartment,56.0,0.0,other,2,0
816,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,53.0,12.0,Sales staff,2,0
817,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,51.0,17.0,Medicine staff,2,0
818,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,With parents,27.0,0.0,Cleaning staff,3,0
819,F,N,N,0,270000.0,Working,Incomplete higher,Civil marriage,House / apartment,24.0,1.0,Medicine staff,2,0
820,M,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,42.0,8.0,other,2,0
821,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,Office apartment,41.0,21.0,Drivers,2,0
822,M,Y,Y,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.0,7.0,other,4,0
823,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,30.0,5.0,Core staff,2,0
824,F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,15.0,Cooking staff,2,0
825,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,5.0,Laborers,2,0
826,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,41.0,9.0,other,2,0
827,F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.0,0.0,other,1,0
828,F,N,N,1,135000.0,Working,Higher education,Married,House / apartment,29.0,4.0,Core staff,3,0
829,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,39.0,7.0,Drivers,2,0
830,F,N,Y,1,180000.0,Pensioner,Higher education,Married,House / apartment,52.0,0.0,other,3,0
831,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,0.0,other,1,0
832,F,N,Y,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,59.0,21.0,Core staff,1,0
833,F,N,N,0,112500.0,Commercial associate,Higher education,Single / not married,With parents,25.0,1.0,Laborers,1,0
834,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,0.0,Laborers,2,0
835,F,N,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,44.0,18.0,Medicine staff,4,0
836,F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,0.0,other,1,0
837,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,31.0,7.0,other,3,0
838,M,N,N,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,32.0,8.0,Laborers,2,0
839,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,21.0,Laborers,2,0
840,F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,54.0,3.0,Core staff,2,0
841,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,51.0,21.0,High skill tech staff,2,0
842,F,Y,Y,0,148500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,47.0,6.0,Core staff,2,0
843,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,33.0,4.0,Managers,1,0
844,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,59.0,7.0,Drivers,2,0
845,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,2.0,other,2,0
846,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,8.0,Low-skill Laborers,3,0
847,F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,27.0,6.0,other,1,0
848,F,N,N,0,261000.0,Commercial associate,Incomplete higher,Married,House / apartment,27.0,3.0,other,2,0
849,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,43.0,21.0,High skill tech staff,3,0
850,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,50.0,2.0,High skill tech staff,2,0
851,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,29.0,4.0,Sales staff,2,0
852,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,60.0,21.0,High skill tech staff,1,0
853,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,38.0,0.0,other,2,0
854,F,N,N,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,3.0,Core staff,4,0
855,F,N,N,1,40500.0,State servant,Secondary / secondary special,Married,Rented apartment,36.0,5.0,Cooking staff,3,0
856,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,13.0,Cleaning staff,2,0
857,F,N,N,0,306000.0,Commercial associate,Higher education,Married,House / apartment,29.0,4.0,Managers,2,0
858,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,58.0,3.0,Accountants,2,0
859,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,64.0,1.0,other,2,0
860,M,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,1.0,Laborers,4,0
861,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,9.0,Secretaries,2,0
862,F,Y,N,0,153000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,0.0,other,1,0
863,F,Y,N,1,135000.0,Working,Higher education,Married,Rented apartment,31.0,2.0,Accountants,3,0
864,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56.0,0.0,other,1,0
865,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,0.0,other,2,0
866,F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,60.0,4.0,Core staff,1,0
867,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,37.0,6.0,Core staff,4,0
868,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,33.0,5.0,High skill tech staff,2,0
869,M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,other,2,0
870,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,3.0,Laborers,3,0
871,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,44.0,15.0,Managers,4,0
872,M,Y,N,2,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,5.0,Managers,4,0
873,F,N,Y,2,315000.0,Commercial associate,Higher education,Married,House / apartment,30.0,0.0,Managers,4,0
874,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,3.0,Cleaning staff,2,0
875,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63.0,0.0,other,2,0
876,F,N,Y,0,166500.0,Working,Incomplete higher,Married,House / apartment,30.0,11.0,Laborers,2,0
877,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,14.0,Laborers,2,0
878,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,9.0,Medicine staff,2,0
879,F,N,N,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,48.0,1.0,Accountants,1,0
880,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,42.0,21.0,High skill tech staff,2,0
881,F,N,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51.0,21.0,other,1,0
882,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,33.0,5.0,High skill tech staff,2,0
883,F,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,59.0,2.0,other,2,0
884,M,Y,Y,0,380250.0,Working,Higher education,Married,House / apartment,28.0,7.0,Managers,2,0
885,F,Y,N,1,337500.0,Working,Secondary / secondary special,Married,Rented apartment,38.0,5.0,Core staff,3,0
886,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,28.0,3.0,other,3,0
887,M,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,10.0,Security staff,4,0
888,F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.0,6.0,Sales staff,1,0
889,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,5.0,High skill tech staff,3,0
890,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,43.0,4.0,Security staff,4,0
891,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,65.0,21.0,Laborers,2,0
892,F,N,N,0,135000.0,Pensioner,Higher education,Married,Municipal apartment,54.0,0.0,other,2,0
893,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,12.0,Managers,2,0
894,F,N,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,35.0,1.0,Managers,2,0
895,F,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66.0,0.0,other,2,0
896,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,23.0,3.0,Core staff,2,0
897,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.0,18.0,other,1,0
898,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,43.0,4.0,Core staff,2,0
899,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,39.0,3.0,Managers,1,0
900,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.0,9.0,Realty agents,3,0
901,M,Y,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,9.0,Laborers,2,0
902,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,39.0,11.0,Managers,3,0
903,M,Y,N,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,52.0,0.0,other,2,0
904,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,36.0,14.0,Managers,2,0
905,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,10.0,Core staff,2,0
906,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,50.0,10.0,other,1,0
907,M,Y,N,2,166500.0,Commercial associate,Higher education,Married,House / apartment,34.0,3.0,Core staff,4,0
908,M,N,Y,0,380250.0,Commercial associate,Higher education,Separated,House / apartment,53.0,7.0,other,1,0
909,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,42.0,12.0,Sales staff,1,0
910,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,other,2,0
911,F,N,Y,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,31.0,7.0,Core staff,3,0
912,M,N,Y,2,380250.0,Commercial associate,Higher education,Married,House / apartment,34.0,6.0,Managers,4,0
913,F,Y,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,42.0,20.0,Core staff,1,0
914,F,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,33.0,0.0,other,4,0
915,F,N,Y,0,166500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,0.0,other,2,0
916,M,Y,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,14.0,Laborers,3,0
917,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52.0,19.0,Cleaning staff,2,0
918,M,Y,Y,0,144000.0,Commercial associate,Higher education,Married,House / apartment,53.0,6.0,Managers,2,0
919,M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,44.0,0.0,other,2,0
920,M,N,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,8.0,Managers,3,0
921,F,N,N,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,32.0,9.0,Waiters/barmen staff,2,0
922,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,48.0,10.0,Managers,2,0
923,M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,31.0,13.0,Laborers,4,0
924,F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,34.0,11.0,Sales staff,3,0
925,F,N,N,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,53.0,14.0,other,1,0
926,F,N,Y,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,49.0,8.0,Medicine staff,1,0
927,M,Y,N,0,126000.0,Commercial associate,Incomplete higher,Married,House / apartment,28.0,8.0,Laborers,2,0
928,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,52.0,5.0,Laborers,3,0
929,F,N,Y,0,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,60.0,0.0,other,1,0
930,M,N,Y,0,337500.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.0,3.0,High skill tech staff,1,0
931,F,N,Y,0,44550.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,other,2,0
932,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,37.0,3.0,Cooking staff,2,0
933,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,29.0,5.0,other,3,0
934,M,N,Y,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,39.0,6.0,other,4,0
935,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,35.0,4.0,other,4,0
936,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,53.0,21.0,Laborers,2,0
937,M,Y,Y,0,301500.0,Working,Secondary / secondary special,Married,Rented apartment,25.0,2.0,Laborers,2,0
938,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,39.0,20.0,Cooking staff,2,0
939,M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,23.0,3.0,Laborers,1,0
940,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,59.0,0.0,other,1,0
941,M,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,28.0,6.0,Managers,2,0
942,F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,35.0,4.0,Managers,4,0
943,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,1.0,other,2,0
944,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56.0,0.0,other,1,0
945,F,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,31.0,5.0,other,2,0
946,M,Y,Y,0,189000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,55.0,0.0,other,1,0
947,F,N,N,0,202500.0,Working,Higher education,Civil marriage,House / apartment,42.0,14.0,Core staff,2,0
948,M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.0,6.0,Laborers,3,0
949,F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,37.0,3.0,Core staff,3,0
950,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,3.0,Laborers,3,0
951,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,51.0,19.0,Accountants,2,0
952,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,5.0,other,2,0
953,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,26.0,6.0,Managers,3,0
954,F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,38.0,0.0,High skill tech staff,4,0
955,M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,39.0,9.0,Laborers,2,0
956,F,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,7.0,Core staff,3,0
957,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,1.0,Sales staff,2,0
958,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,48.0,21.0,Medicine staff,3,0
959,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,61.0,1.0,other,2,0
960,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,67.0,0.0,other,1,0
961,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,61.0,1.0,other,2,0
962,M,Y,Y,0,380250.0,Pensioner,Higher education,Married,House / apartment,64.0,0.0,other,2,0
963,M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.0,3.0,Managers,2,0
964,F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,2.0,Sales staff,4,0
965,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.0,0.0,other,2,0
966,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,29.0,6.0,Sales staff,4,0
967,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.0,3.0,Laborers,2,0
968,F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,10.0,Sales staff,2,0
969,M,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,43.0,4.0,Drivers,3,0
970,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,62.0,0.0,other,1,0
971,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,34.0,9.0,other,3,0
972,M,N,N,0,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,34.0,14.0,Laborers,2,0
973,M,Y,Y,0,225000.0,Working,Higher education,Single / not married,With parents,26.0,2.0,other,1,0
974,F,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.0,11.0,Laborers,3,0
975,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,65.0,0.0,other,1,0
976,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,49.0,5.0,High skill tech staff,2,0
977,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,63.0,6.0,Drivers,1,0
978,F,Y,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,58.0,10.0,Managers,2,0
979,M,Y,Y,2,337500.0,Working,Incomplete higher,Married,House / apartment,34.0,5.0,Laborers,4,0
980,M,Y,Y,0,225000.0,Working,Higher education,Married,Rented apartment,29.0,1.0,Sales staff,2,0
981,F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,13.0,Laborers,3,0
982,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.0,7.0,Laborers,2,0
983,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,54.0,5.0,Laborers,2,0
984,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,2.0,Laborers,2,0
985,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,37.0,1.0,Core staff,3,0
986,F,Y,N,0,180000.0,Working,Higher education,Married,With parents,31.0,3.0,Accountants,2,0
987,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,52.0,21.0,other,2,0
988,F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,53.0,21.0,Medicine staff,1,0
989,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,5.0,other,2,0
990,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,57.0,10.0,Core staff,3,0
991,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,6.0,other,2,0
992,M,Y,N,1,351000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,21.0,Private service staff,3,0
993,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.0,6.0,Managers,2,0
994,F,N,Y,0,189000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.0,0.0,other,1,0
995,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,48.0,4.0,Laborers,1,0
996,F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59.0,0.0,other,2,0
997,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,27.0,5.0,Sales staff,2,0
998,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,38.0,10.0,Core staff,2,0
999,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,56.0,6.0,Laborers,2,0
1000,F,N,Y,0,157500.0,State servant,Higher education,Separated,House / apartment,57.0,21.0,other,1,0
1001,M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,47.0,11.0,Cooking staff,1,0
1002,M,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.0,3.0,Laborers,3,0
1003,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,43.0,15.0,Core staff,2,0
1004,F,N,N,0,99000.0,Working,Higher education,Married,House / apartment,40.0,15.0,other,2,0
1005,F,N,N,0,337500.0,Commercial associate,Higher education,Married,House / apartment,59.0,3.0,other,2,0
1006,F,N,N,0,175500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51.0,2.0,High skill tech staff,1,0
1007,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,5.0,Managers,2,0
1008,F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,32.0,10.0,Sales staff,3,0
1009,F,N,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,other,2,0
1010,M,Y,Y,0,292500.0,Working,Secondary / secondary special,Married,Rented apartment,47.0,2.0,other,2,0
